component,year,region,value
Of which under PDR: unspecified to residential,2015-16,London,0.0
Of which under PDR: unspecified to residential,2016-17,London,0.0
Of which under PDR: unspecified to residential,2017-18,London,0.0
Of which under PDR: unspecified to residential,2018-19,London,0.0
Of which under PDR: unspecified to residential,2019-20,London,0.0
Of which under PDR: unspecified to residential,2020-21,London,0.0
Of which under PDR: unspecified to residential,2021-22,London,0.0
Of which under PDR: unspecified to residential,2022-23,London,0.0
Of which under PDR: unspecified to residential,2023-24,London,0.0
Of which under PDR: unspecified to residential,2024-25,London,0.0
Of which under PDR: total to residential,2015-16,London,3713.0
Of which under PDR: total to residential,2016-17,London,6433.0
Of which under PDR: total to residential,2017-18,London,3178.0
Of which under PDR: total to residential,2018-19,London,3239.0
Of which under PDR: total to residential,2019-20,London,2300.0
Of which under PDR: total to residential,2020-21,London,1013.0
Of which under PDR: total to residential,2021-22,London,2509.0
Of which under PDR: total to residential,2022-23,London,1584.0
Of which under PDR: total to residential,2023-24,London,727.0
Of which under PDR: total to residential,2024-25,London,818.0
Net other gains and losses,2000-01,London,
Net other gains and losses,2001-02,London,
Net other gains and losses,2002-03,London,
Net other gains and losses,2003-04,London,
Net other gains and losses,2004-05,London,
Net other gains and losses,2005-06,London,
Net other gains and losses,2006-07,London,0.0
Net other gains and losses,2007-08,London,0.0
Net other gains and losses,2008-09,London,0.0
Net other gains and losses,2009-10,London,0.0
Net other gains and losses,2010-11,London,0.0
Net other gains and losses,2011-12,London,0.0
Net other gains and losses,2012-13,London,0.0
Net other gains and losses,2013-14,London,0.0
Net other gains and losses,2014-15,London,0.0
Net other gains and losses,2015-16,London,0.0
Net other gains and losses,2016-17,London,3.0
Net other gains and losses,2017-18,London,5.0
Net other gains and losses,2018-19,London,46.0
Net other gains and losses,2019-20,London,-2.0
Net other gains and losses,2020-21,London,155.0
Net other gains and losses,2021-22,London,192.0
Net other gains and losses,2022-23,London,-155.0
Net other gains and losses,2023-24,London,1481.0
Net other gains and losses,2024-25,London,491.0
Demolitions,2000-01,London,
Demolitions,2001-02,London,
Demolitions,2002-03,London,
Demolitions,2003-04,London,
Demolitions,2004-05,London,
Demolitions,2005-06,London,
Demolitions,2006-07,London,3182.0
Demolitions,2007-08,London,1464.0
Demolitions,2008-09,London,1570.0
Demolitions,2009-10,London,1886.0
Demolitions,2010-11,London,1748.0
Demolitions,2011-12,London,1839.0
Demolitions,2012-13,London,1890.0
Demolitions,2013-14,London,1718.0
Demolitions,2014-15,London,2002.0
Demolitions,2015-16,London,3127.0
Demolitions,2016-17,London,1826.0
Demolitions,2017-18,London,2065.0
Demolitions,2018-19,London,2314.0
Demolitions,2019-20,London,2709.0
Demolitions,2020-21,London,294.0
Demolitions,2021-22,London,752.0
Demolitions,2022-23,London,362.0
Demolitions,2023-24,London,1593.0
Demolitions,2024-25,London,364.0
Of which under PDR: demolitions,2020-21,London,0.0
Of which under PDR: demolitions,2021-22,London,0.0
Of which under PDR: demolitions,2022-23,London,0.0
Of which under PDR: demolitions,2023-24,London,0.0
Of which under PDR: demolitions,2024-25,London,0.0
Adjustment to Census 2011,2000-01,London,
Adjustment to Census 2011,2001-02,London,3988.0
Adjustment to Census 2011,2002-03,London,3988.0
Adjustment to Census 2011,2003-04,London,3988.0
Adjustment to Census 2011,2004-05,London,3988.0
Adjustment to Census 2011,2005-06,London,3988.0
Adjustment to Census 2011,2006-07,London,3988.0
Adjustment to Census 2011,2007-08,London,3988.0
Adjustment to Census 2011,2008-09,London,3988.0
Adjustment to Census 2011,2009-10,London,3988.0
Adjustment to Census 2011,2010-11,London,3988.0
Adjustment to Census 2021,2011-12,London,4806.0
Adjustment to Census 2021,2012-13,London,4806.0
Adjustment to Census 2021,2013-14,London,4806.0
Adjustment to Census 2021,2014-15,London,4806.0
Adjustment to Census 2021,2015-16,London,4806.0
Adjustment to Census 2021,2016-17,London,4806.0
Adjustment to Census 2021,2017-18,London,4806.0
Adjustment to Census 2021,2018-19,London,4806.0
Adjustment to Census 2021,2019-20,London,4806.0
Adjustment to Census 2021,2020-21,London,4806.0
Adjustment to Census 2021,2021-22,London,
Adjustment to Census 2021,2022-23,London,
Adjustment to Census 2021,2023-24,London,
Adjustment to Census 2021,2024-25,London,
Residual,2000-01,London,
Residual,2001-02,London,
Residual,2002-03,London,
Residual,2003-04,London,
Residual,2004-05,London,
Residual,2005-06,London,
Residual,2006-07,London,0.0
Residual,2007-08,London,0.0
Residual,2008-09,London,2.0
Residual,2009-10,London,0.0
Residual,2010-11,London,0.0
Residual,2011-12,London,0.0
Residual,2012-13,London,0.0
Residual,2013-14,London,0.0
Residual,2014-15,London,0.0
Residual,2015-16,London,0.0
Residual,2016-17,London,0.0
Residual,2017-18,London,0.0
Residual,2018-19,London,0.0
Residual,2019-20,London,0.0
Residual,2020-21,London,0.0
Residual,2021-22,London,0.0
Residual,2022-23,London,0.0
Residual,2023-24,London,0.0
Residual,2024-25,London,0.0
Net additions,2000-01,South East,25680.0
Net additions,2001-02,South East,26219.0
Net additions,2002-03,South East,27269.0
Net additions,2003-04,South East,29104.0
Net additions,2004-05,South East,33179.0
Net additions,2005-06,South East,34405.0
Net additions,2006-07,South East,35692.0
Net additions,2007-08,South East,36536.0
Net additions,2008-09,South East,33445.0
Net additions,2009-10,South East,23204.0
Net additions,2010-11,South East,23496.0
Net additions,2011-12,South East,24835.0
Net additions,2012-13,South East,22478.0
Net additions,2013-14,South East,22136.0
Net additions,2014-15,South East,28631.0
Net additions,2015-16,South East,35125.0
Net additions,2016-17,South East,36809.0
Net additions,2017-18,South East,39559.0
Net additions,2018-19,South East,41844.0
Net additions,2019-20,South East,41390.0
Net additions,2020-21,South East,39135.0
Net additions,2021-22,South East,41237.0
Net additions,2022-23,South East,42217.0
Net additions,2023-24,South East,38784.0
Net additions,2024-25,South East,34872.0
New build,2000-01,South East,
New build,2001-02,South East,
New build,2002-03,South East,
New build,2003-04,South East,
New build,2004-05,South East,
New build,2005-06,South East,
New build,2006-07,South East,32062.0
New build,2007-08,South East,33398.0
New build,2008-09,South East,29700.0
New build,2009-10,South East,20760.0
New build,2010-11,South East,20976.0
New build,2011-12,South East,23224.0
New build,2012-13,South East,20934.0
New build,2013-14,South East,20672.0
New build,2014-15,South East,25898.0
New build,2015-16,South East,29172.0
New build,2016-17,South East,30242.0
New build,2017-18,South East,34943.0
New build,2018-19,South East,36678.0
New build,2019-20,South East,36739.0
New build,2020-21,South East,33932.0
New build,2021-22,South East,37278.0
New build,2022-23,South East,38361.0
New build,2023-24,South East,34366.0
New build,2024-25,South East,31469.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2020-21,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2021-22,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2022-23,South East,2.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2023-24,South East,25.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2024-25,South East,43.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2020-21,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2021-22,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2022-23,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2023-24,South East,30.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2024-25,South East,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2020-21,South East,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2021-22,South East,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2022-23,South East,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2023-24,South East,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2024-25,South East,6.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2020-21,South East,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2021-22,South East,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2022-23,South East,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2023-24,South East,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2024-25,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2020-21,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2021-22,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2022-23,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2023-24,South East,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2024-25,South East,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2020-21,South East,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2021-22,South East,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2022-23,South East,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2023-24,South East,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2024-25,South East,0.0
Of which under PDR: unspecified (new build),2020-21,South East,391.0
